user_id,call_duration,data_usage,complaints,billing_amount,churn
784525,556,4.91,5,97,1
784526,175,0.66,4,87,1
784527,275,4.58,0,15,1
784528,560,2.84,1,112,0
784529,709,8.48,1,35,0
784530,743,1.16,5,73,1
784531,347,6.23,0,127,0
784532,57,11.3,0,73,0
784533,749,11.62,0,97,0
784534,576,8.45,1,141,0
784535,964,11.44,2,78,0
784536,536,4.05,4,16,1
784537,363,1.44,2,140,0
784538,573,13.48,5,129,1
784539,634,6.22,4,66,1
784540,173,8.56,2,27,1
784541,976,9.97,3,81,1
784542,525,8.77,4,114,1
784543,199,2.46,4,57,1
784544,302,2.8,2,22,1
784545,468,12.5,4,113,1
784546,149,3.23,4,21,1
784547,913,9.52,3,60,1
784548,225,10.28,3,106,1
784549,994,5.23,4,33,1
784550,106,14.27,5,52,1
784551,193,11.13,0,24,1
784552,189,1.12,2,120,0
784553,143,0.31,0,105,0
784554,709,13.52,0,26,1
784555,92,0.73,4,56,1
784556,311,14.66,0,127,0
784557,202,14.8,4,32,1
784558,195,9.12,2,61,0
784559,897,1.25,1,112,0
784560,1000,10.52,1,21,1
784561,748,8.34,1,137,0
784562,244,4.12,2,59,0
784563,622,10.77,5,44,1
784564,111,11.38,4,148,1
784565,942,8.47,3,20,1
784566,491,11.58,0,58,0
784567,865,14.31,5,107,1
784568,560,5.02,4,138,1
784569,632,8.37,3,41,1
784570,370,3.74,3,148,1
784571,162,14.13,5,70,1
784572,940,12.39,0,51,0
784573,335,6.72,2,127,0
784574,597,11.1,2,124,0
784575,262,12.55,5,28,1
784576,868,5.45,1,103,0
784577,808,14.33,0,135,0
784578,865,0.47,0,64,0
784579,17,1.35,3,79,1
784580,166,12.71,2,29,1
784581,222,12.11,1,81,0
784582,197,11.65,5,18,1
784583,744,5.85,3,68,1
784584,571,4.46,3,120,1
784585,982,2.54,2,43,0
784586,613,2.56,4,79,1
784587,255,12.61,1,14,1
784588,958,6.0,5,110,1
784589,627,4.28,2,118,0
784590,398,8.25,4,97,1
784591,149,11.06,4,58,1
784592,644,2.09,1,142,0
784593,259,1.6,1,128,0
784594,340,10.22,1,48,0
784595,669,13.21,4,16,1
784596,247,4.23,3,23,1
784597,69,7.37,5,80,1
784598,467,8.9,0,52,0
784599,531,13.05,4,72,1
784600,261,7.76,3,129,1
784601,153,8.33,5,104,1
784602,881,2.02,5,43,1
784603,539,6.63,3,38,1
784604,125,14.46,5,15,1
784605,947,14.74,4,140,1
784606,901,8.73,2,23,1
784607,673,7.23,2,107,0
784608,988,5.53,0,39,0
784609,864,3.02,3,35,1
784610,404,14.45,1,74,0
784611,582,5.89,2,120,0
784612,67,6.68,5,99,1
784613,708,14.33,5,83,1
784614,877,8.37,3,77,1
784615,913,7.11,5,87,1
784616,87,6.17,1,24,1
784617,119,8.37,2,83,0
784618,994,11.86,3,125,1
784619,845,1.1,5,16,1
784620,751,4.81,0,109,0
784621,493,11.76,0,131,0
784622,567,6.62,5,25,1
784623,813,6.2,0,22,1
784624,173,2.54,0,97,0
784625,389,8.43,3,22,1
784626,579,6.63,5,91,1
784627,846,1.75,4,39,1
784628,212,9.05,1,27,1
784629,501,0.54,0,86,0
784630,816,13.7,0,17,1
784631,921,3.65,2,81,0
784632,409,12.16,5,22,1
784633,746,10.69,3,87,1
784634,903,5.01,0,59,0
784635,668,5.61,5,109,1
784636,817,10.46,5,52,1
784637,910,0.14,2,146,0
784638,369,9.34,3,139,1
784639,236,12.52,1,108,0
784640,81,2.55,1,147,0
784641,678,10.17,2,109,0
784642,631,7.58,2,67,0
784643,452,2.15,1,95,0
784644,709,11.1,5,89,1
784645,245,14.11,2,147,0
784646,269,9.98,3,71,1
784647,371,9.58,1,30,0
784648,388,13.01,2,86,0
784649,511,3.56,4,98,1
784650,338,3.82,0,91,0
784651,526,10.14,1,84,0
784652,473,9.37,5,132,1
784653,225,5.94,1,140,0
784654,950,7.34,4,56,1
784655,664,5.02,5,60,1
784656,801,13.67,2,104,0
784657,146,11.52,2,26,1
784658,783,8.6,5,16,1
784659,54,3.72,4,22,1
784660,824,2.1,1,113,0
784661,847,13.99,1,121,0
784662,786,10.86,0,14,1
784663,298,0.46,3,128,1
784664,94,13.99,4,17,1
784665,445,5.46,5,31,1
784666,162,5.49,3,31,1
784667,163,1.12,4,138,1
784668,818,10.51,0,52,0
784669,795,11.71,4,23,1
784670,654,14.13,2,30,0
784671,338,4.58,0,121,0
784672,58,2.22,5,58,1
784673,935,4.07,4,102,1
784674,836,12.85,5,147,1
784675,914,11.48,2,34,0
784676,403,12.85,0,95,0
784677,276,12.62,1,123,0
784678,538,0.45,5,26,1
784679,110,4.43,5,147,1
784680,392,8.73,3,141,1
784681,814,1.9,4,145,1
784682,408,12.29,0,141,0
784683,124,6.42,0,65,0
784684,432,2.32,2,51,0
784685,203,12.13,5,129,1
784686,884,14.46,5,143,1
784687,148,9.73,3,129,1
784688,76,9.51,0,81,0
784689,992,1.3,3,118,1
784690,622,7.86,2,83,0
784691,844,2.46,0,116,0
784692,606,12.39,1,138,0
784693,919,13.27,0,131,0
784694,434,9.38,2,101,0
784695,795,10.65,3,114,1
784696,979,8.16,4,79,1
784697,358,11.86,0,35,0
784698,903,14.25,0,25,1
784699,470,5.09,5,94,1
784700,627,13.39,0,101,0
784701,302,7.01,0,131,0
784702,761,13.8,4,129,1
784703,695,1.76,4,73,1
784704,813,8.69,3,133,1
784705,459,13.91,3,57,1
784706,691,12.79,3,115,1
784707,844,2.77,5,101,1
784708,526,3.01,4,23,1
784709,690,5.27,5,51,1
784710,449,10.63,4,43,1
784711,398,14.44,2,40,0
784712,97,11.28,4,134,1
784713,682,11.64,1,148,0
784714,263,10.35,5,20,1
784715,491,3.97,0,111,0
784716,85,12.25,1,91,0
784717,938,14.73,4,146,1
784718,333,13.46,2,108,0
784719,90,5.18,2,18,1
784720,789,3.59,5,42,1
784721,815,2.19,3,42,1
784722,991,0.98,0,86,0
784723,633,13.54,1,44,0
784724,867,2.06,1,54,0
784725,672,14.55,4,103,1
784726,820,10.9,2,31,0
784727,986,3.14,1,142,0
784728,994,6.17,4,25,1
784729,461,3.86,1,55,0
784730,621,12.59,1,139,0
784731,455,2.12,0,77,0
784732,364,1.9,1,133,0
784733,147,5.44,5,140,1
784734,93,14.88,0,15,1
784735,331,2.98,2,37,0
784736,737,5.92,3,64,1
784737,568,6.97,0,22,1
784738,791,12.97,0,11,1
784739,924,14.8,1,129,0
784740,410,0.94,4,148,1
784741,854,12.45,1,82,0
784742,537,1.89,1,148,0
784743,242,8.5,2,70,0
784744,173,11.55,2,112,0
784745,164,7.35,5,129,1
784746,195,6.14,5,39,1
784747,955,13.91,0,48,0
784748,871,14.44,0,14,1
784749,874,8.21,0,54,0
784750,950,0.32,0,87,0
784751,199,7.32,3,135,1
784752,939,14.46,4,146,1
784753,416,0.93,2,71,0
784754,129,10.93,1,133,0
784755,656,7.04,2,147,0
784756,144,3.11,2,98,0
784757,329,1.31,1,138,0
784758,98,9.18,5,148,1
784759,316,13.35,1,39,0
784760,803,10.46,1,89,0
784761,907,8.27,4,30,1
784762,939,11.8,4,22,1
784763,268,2.68,3,135,1
784764,842,2.59,5,52,1
784765,115,7.48,1,108,0
784766,665,3.76,1,67,0
784767,323,0.5,0,112,0
784768,113,8.26,3,48,1
784769,488,5.7,2,94,0
784770,140,2.93,4,138,1
784771,294,0.36,3,67,1
784772,325,8.64,0,41,0
784773,429,5.13,5,81,1
784774,726,12.33,1,15,1
784775,177,8.81,2,140,0
784776,13,8.28,1,51,0
784777,89,7.84,5,61,1
784778,906,9.5,4,86,1
784779,236,14.36,0,145,0
784780,775,9.1,4,142,1
784781,619,4.55,3,147,1
784782,911,5.04,2,88,0
784783,533,1.88,5,14,1
784784,681,8.57,4,126,1
784785,920,2.37,5,45,1
784786,874,9.75,2,109,0
784787,770,2.72,3,141,1
784788,164,14.89,3,91,1
784789,224,6.31,1,107,0
784790,637,10.34,4,13,1
784791,220,12.56,4,121,1
784792,376,6.02,5,117,1
784793,143,1.37,4,76,1
784794,30,4.49,3,147,1
784795,160,4.6,1,139,0
784796,83,3.16,1,131,0
784797,500,5.61,5,138,1
784798,770,1.27,3,115,1
784799,406,5.7,5,142,1
784800,776,8.07,2,131,0
784801,684,13.55,0,53,0
784802,237,13.52,5,117,1
784803,748,8.6,0,70,0
784804,881,9.22,4,51,1
784805,387,7.26,2,74,0
784806,409,3.12,4,95,1
784807,37,14.0,3,100,1
784808,48,11.97,0,105,0
